symbol,source_name,correlation,n_observations,lag_months
DAL,Delta,0.13162475872548973,50,7
UAL,United,0.12378884840217744,50,7
AA,American,0.11716224175042239,50,7
ALK,Alaska,0.11683646521251814,50,7
ALGT,Allegiant Air,0.02266425028102246,50,7
UPS,United Parcel Service,0.012416691141844911,50,7
ULCC,Frontier,0.0026629992103491457,47,7
LUV,Southwest,-0.020659535788136608,50,7
SKYW,SkyWest,-0.07484551408097732,50,7
JBLU,JetBlue,-0.1888557172594402,50,7
