symbol,source_name,correlation,n_observations,lag_months
LUV,Southwest,0.11621791423939144,53,4
UAL,United,0.07011758836055201,53,4
SKYW,SkyWest,0.025481221519588648,53,4
ALK,Alaska,0.0017273353078252622,53,4
UPS,United Parcel Service,-0.0037865959059816953,53,4
DAL,Delta,-0.056090053580989875,53,4
JBLU,JetBlue,-0.08561451711962013,53,4
ULCC,Frontier,-0.09036252400619252,50,4
AA,American,-0.1812427938599524,53,4
ALGT,Allegiant Air,-0.3333685853732219,53,4
