symbol,date,open,high,low,close,volume,vwap,change,changePercent,exchange,ticker_status,source_name,daily_return,signal,position_size,risk_gate,strategy_return,active_signal,cum_strategy,cum_buyhold
SKYW,2025-02-12,108.42,111.95,107.02,110.82,363573,109.5525,2.4,2.21,NASDAQ,,SkyWest,0.5991285403050162,CASH,0.0,,0.0,CASH,0.9783327820046313,1.106761210426446
SKYW,2025-02-13,110.57,112.82,105.98,108.79,431180,109.54,-1.78,-1.61,NASDAQ,,SkyWest,-1.8317993142031974,CASH,0.0,,0.0,CASH,0.9783327820046313,1.0864875661639872
SKYW,2025-02-14,108.98,110.32,108.15,110.27,235565,109.43,1.29,1.18,NASDAQ,,SkyWest,1.3604191561724432,CASH,0.0,,0.0,CASH,0.9783327820046313,1.101268351143514
SKYW,2025-02-18,110.35,111.85,103.3,104.23,658907,107.4325,-6.12,-5.55,NASDAQ,,SkyWest,-5.477464405550004,CASH,0.0,,0.0,CASH,0.9783327820046313,1.0409467692000405
SKYW,2025-02-19,102.77,103.83,100.82,100.94,451827,102.09,-1.83,-1.78,NASDAQ,,SkyWest,-3.156480859637345,CASH,0.0,,0.0,CASH,0.9783327820046313,1.008089483671228
SKYW,2025-02-20,100.8,101.68,99.22,101.01,578900,100.6775,0.21,0.20833,NASDAQ,,SkyWest,0.06934812760055475,CASH,0.0,,0.0,CASH,0.9783327820046313,1.0087885748526921
SKYW,2025-02-21,102.79,102.79,96.03,96.65,456300,99.565,-6.14,-5.97,NASDAQ,,SkyWest,-4.316404316404321,CASH,0.0,,0.0,CASH,0.9783327820046313,0.9652451812643569
SKYW,2025-02-24,97.88,98.59,95.82,96.25,459500,97.135,-1.63,-1.67,NASDAQ,,SkyWest,-0.41386445938955685,CASH,0.0,,0.0,CASH,0.9783327820046313,0.9612503745131334
SKYW,2025-02-25,96.44,98.55,95.9,97.86,606886,97.1875,1.42,1.47,NASDAQ,,SkyWest,1.6727272727272702,CASH,0.0,,0.0,CASH,0.9783327820046313,0.9773294716868076
SKYW,2025-02-26,98.34,101.35,98.34,100.68,565400,99.6775,2.34,2.38,NASDAQ,,SkyWest,2.8816676885346393,CASH,0.0,,0.0,CASH,0.9783327820046313,1.0054928592829326
SKYW,2025-02-27,100.84,101.34,97.62,97.94,366811,99.435,-2.9,-2.88,NASDAQ,,SkyWest,-2.7214938418752554,CASH,0.0,,0.0,CASH,0.9783327820046313,0.9781284330370522
SKYW,2025-02-28,97.5,99.4,97.1,98.91,397201,98.2275,1.41,1.45,NASDAQ,,SkyWest,0.9904022871145557,CASH,0.0,,0.0,CASH,0.9783327820046313,0.9878158394087689
SKYW,2025-03-03,99.44,101.47,95.21,96.45,418773,98.1425,-2.99,-3.01,NASDAQ,,SkyWest,-2.4871094934789117,SHORT,0.2918440454504972,OK,0.7258480960552226,SHORT,0.985433991875896,0.963247777888745
SKYW,2025-03-04,93.26,93.99,89.05,91.19,766620,91.8725,-2.07,-2.22,NASDAQ,,SkyWest,-5.453602903058585,SHORT,0.2918440454504972,OK,1.591601533509193,SHORT,1.0011181744023137,0.9107160691101571
SKYW,2025-03-05,91.49,93.5,90.95,92.91,466449,92.2125,1.42,1.55,NASDAQ,,SkyWest,1.8861717293562785,SHORT,0.2918440454504972,OK,-0.5504679879096966,SHORT,0.9956073393310829,0.9278937381404176
SKYW,2025-03-06,91.69,92.23,88.58,89.14,506727,90.41,-2.55,-2.78,NASDAQ,,SkyWest,-4.057690237864597,CASH,0.0,,0.0,CASH,0.9956073393310829,0.890242684510137
SKYW,2025-03-07,88.33,89.23,85.35,88.07,645533,87.745,-0.26,-0.29435,NASDAQ,,SkyWest,-1.2003589858649355,CASH,0.0,,0.0,CASH,0.9956073393310829,0.8795565764506144
SKYW,2025-03-10,85.5,85.71,80.37,81.46,832730,83.26,-4.04,-4.73,NASDAQ,,SkyWest,-7.505393437038721,CASH,0.0,,0.0,CASH,0.9956073393310829,0.8135423948866475
SKYW,2025-03-11,81.46,85.17,80.76,83.48,683600,82.7175,2.02,2.48,NASDAQ,,SkyWest,2.479744659955818,CASH,0.0,,0.0,CASH,0.9956073393310829,0.8337161689803257
SKYW,2025-03-12,84.95,86.09,81.0,82.99,654700,83.7575,-1.96,-2.31,NASDAQ,,SkyWest,-0.5869669381887932,CASH,0.0,,0.0,CASH,0.9956073393310829,0.828822530710077
SKYW,2025-03-13,83.17,84.71,81.15,83.9,461700,83.2325,0.73,0.87772,NASDAQ,,SkyWest,1.0965176527292675,CASH,0.0,,0.0,CASH,0.9956073393310829,0.8379107160691105
SKYW,2025-03-14,84.6,87.6,83.54,87.33,466757,85.7675,2.73,3.23,NASDAQ,,SkyWest,4.088200238379014,CASH,0.0,,0.0,CASH,0.9956073393310829,0.8721661839608512
SKYW,2025-03-17,86.04,89.1,86.03,88.37,491700,87.385,2.33,2.71,NASDAQ,,SkyWest,1.1908851482881122,CASH,0.0,,0.0,CASH,0.9956073393310829,0.8825526815140322
SKYW,2025-03-18,87.74,87.89,85.16,86.81,610200,86.9,-0.93,-1.06,NASDAQ,,SkyWest,-1.7653049677492372,CASH,0.0,,0.0,CASH,0.9956073393310829,0.8669729351842609
SKYW,2025-03-19,86.82,91.0,86.68,90.45,456716,88.7375,3.63,4.18,NASDAQ,,SkyWest,4.193065315055877,CASH,0.0,,0.0,CASH,0.9956073393310829,0.903325676620394
SKYW,2025-03-20,88.48,91.3,88.48,90.39,401823,89.6625,1.91,2.16,NASDAQ,,SkyWest,-0.06633499170812795,CASH,0.0,,0.0,CASH,0.9956073393310829,0.9027264556077105
SKYW,2025-03-21,88.93,91.61,88.42,91.12,2060307,90.02,2.19,2.46,NASDAQ,,SkyWest,0.8076114614448571,CASH,0.0,,0.0,CASH,0.9956073393310829,0.9100169779286933
SKYW,2025-03-24,93.0,95.85,92.62,95.59,656187,94.265,2.59,2.78,NASDAQ,,SkyWest,4.9056189640035,CASH,0.0,,0.0,CASH,0.9956073393310829,0.9546589433736148
SKYW,2025-03-25,95.96,96.81,93.95,94.16,406131,95.22,-1.8,-1.88,NASDAQ,,SkyWest,-1.4959723820483384,CASH,0.0,,0.0,CASH,0.9956073393310829,0.940377509237991
SKYW,2025-03-26,94.24,94.72,92.13,93.32,310542,93.6025,-0.92,-0.97623,NASDAQ,,SkyWest,-0.8920985556499561,CASH,0.0,,0.0,CASH,0.9956073393310829,0.9319884150604218
SKYW,2025-03-27,93.13,93.13,90.46,90.65,359528,91.8425,-2.48,-2.66,NASDAQ,,SkyWest,-2.86112301757393,CASH,0.0,,0.0,CASH,0.9956073393310829,0.9053230799960057
SKYW,2025-03-28,90.74,90.75,87.53,88.76,410795,89.445,-1.98,-2.18,NASDAQ,,SkyWest,-2.0849420849420874,CASH,0.0,,0.0,CASH,0.9956073393310829,0.8864476180964751
SKYW,2025-03-31,86.47,87.9,83.9,87.37,534270,86.41,0.9,1.04,NASDAQ,,SkyWest,-1.5660207300585816,CASH,0.0,,0.0,CASH,0.9956073393310829,0.8725656646359737
SKYW,2025-04-01,86.6,88.46,85.11,88.1,434238,87.0675,1.5,1.73,NASDAQ,,SkyWest,0.8355270687879113,SHORT,0.7939110941028816,OK,-0.6633342093339842,SHORT,0.9890031352586599,0.8798561869569564
SKYW,2025-04-02,85.9,91.02,85.83,90.83,373325,88.395,4.93,5.74,NASDAQ,,SkyWest,3.0987514188422383,SHORT,0.7939110941028816,OK,-2.4601331292858983,SHORT,0.9646723414784854,0.9071207430340563
SKYW,2025-04-03,84.43,86.0,83.15,84.52,518535,84.525,0.09,0.1066,NASDAQ,,SkyWest,-6.947043928217555,SHORT,0.7939110941028816,OK,5.51533524583198,SHORT,1.017877255134841,0.844102666533507
SKYW,2025-04-04,79.7,81.55,76.8,80.23,647032,79.57,0.53,0.66499,NASDAQ,,SkyWest,-5.075721722669179,CASH,0.0,,0.0,CASH,1.017877255134841,0.801258364126636
SKYW,2025-04-07,76.13,84.39,74.7,79.64,689620,78.715,3.51,4.61,NASDAQ,,SkyWest,-0.7353857659229801,CASH,0.0,,0.0,CASH,1.017877255134841,0.7953660241685814
SKYW,2025-04-08,84.35,85.2,78.14,79.41,596400,81.775,-4.94,-5.86,NASDAQ,,SkyWest,-0.28879959819186896,CASH,0.0,,0.0,CASH,1.017877255134841,0.7930690102866279
SKYW,2025-04-09,78.96,92.18,78.72,90.29,737005,85.0375,11.33,14.35,NASDAQ,,SkyWest,13.701045208412044,CASH,0.0,,0.0,CASH,1.017877255134841,0.9017277539199048
SKYW,2025-04-10,86.92,87.3,83.24,84.67,431600,85.5325,-2.25,-2.59,NASDAQ,,SkyWest,-6.224388082844179,CASH,0.0,,0.0,CASH,1.017877255134841,0.8456007190652157
SKYW,2025-04-11,84.59,86.47,83.15,86.31,362544,85.13,1.72,2.03,NASDAQ,,SkyWest,1.9369316168654782,CASH,0.0,,0.0,CASH,1.017877255134841,0.8619794267452318
SKYW,2025-04-14,88.05,88.05,84.69,85.1,332805,86.4725,-2.95,-3.35,NASDAQ,,SkyWest,-1.4019232997335318,CASH,0.0,,0.0,CASH,1.017877255134841,0.8498951363227808
SKYW,2025-04-15,85.02,87.9,85.02,85.48,543800,85.855,0.46,0.54105,NASDAQ,,SkyWest,0.4465334900117579,CASH,0.0,,0.0,CASH,1.017877255134841,0.8536902027364431
SKYW,2025-04-16,86.0,86.67,83.72,85.71,356572,85.525,-0.29,-0.33721,NASDAQ,,SkyWest,0.26906878802057665,CASH,0.0,,0.0,CASH,1.017877255134841,0.8559872166183965
SKYW,2025-04-17,85.61,86.61,84.5,85.38,300637,85.525,-0.23,-0.26866,NASDAQ,,SkyWest,-0.3850192509625483,CASH,0.0,,0.0,CASH,1.017877255134841,0.8526915010486372
SKYW,2025-04-21,84.07,85.07,82.14,83.45,296200,83.6825,-0.62,-0.73748,NASDAQ,,SkyWest,-2.260482548606224,CASH,0.0,,0.0,CASH,1.017877255134841,0.8334165584739843
SKYW,2025-04-22,84.94,86.45,83.98,85.63,368169,85.25,0.69,0.81234,NASDAQ,,SkyWest,2.6123427201917293,CASH,0.0,,0.0,CASH,1.017877255134841,0.8551882552681519
SKYW,2025-04-23,89.76,92.84,86.94,86.99,480600,89.1325,-2.77,-3.09,NASDAQ,,SkyWest,1.5882284246175438,CASH,0.0,,0.0,CASH,1.017877255134841,0.8687705982223115
SKYW,2025-04-24,85.17,89.5,85.17,89.1,584901,87.235,3.93,4.61,NASDAQ,,SkyWest,2.425566157029535,CASH,0.0,,0.0,CASH,1.017877255134841,0.8898432038350149
SKYW,2025-04-25,85.41,90.49,85.4,87.92,517225,87.305,2.51,2.94,NASDAQ,,SkyWest,-1.3243546576879872,CASH,0.0,,0.0,CASH,1.017877255134841,0.8780585239189059
SKYW,2025-04-28,87.94,89.45,86.92,87.79,359286,88.025,-0.15,-0.17057,NASDAQ,,SkyWest,-0.14786169244767056,CASH,0.0,,0.0,CASH,1.017877255134841,0.8767602117247584
SKYW,2025-04-29,87.47,89.13,86.51,88.52,298804,87.9075,1.05,1.2,NASDAQ,,SkyWest,0.8315297869916805,CASH,0.0,,0.0,CASH,1.017877255134841,0.8840507340457411
SKYW,2025-04-30,87.0,89.6,85.89,89.17,371500,87.915,2.17,2.49,NASDAQ,,SkyWest,0.7342973339358405,CASH,0.0,,0.0,CASH,1.017877255134841,0.8905422950164792
SKYW,2025-05-01,89.28,91.09,88.8,90.18,411500,89.8375,0.9,1.01,NASDAQ,,SkyWest,1.1326679376471915,SHORT,0.8203258809676724,OK,-0.9291568237942691,SHORT,1.0084195791609059,0.9006291820633183
SKYW,2025-05-02,91.96,95.35,91.96,93.81,416800,93.27,1.85,2.01,NASDAQ,,SkyWest,4.025282767797722,SHORT,0.8203258809676724,OK,-3.302043632637657,SHORT,0.9751211246569518,0.9368820533306706
SKYW,2025-05-05,92.92,96.9,91.76,94.39,332500,93.9925,1.47,1.58,NASDAQ,,SkyWest,0.6182709732437841,SHORT,0.8203258809676724,OK,-0.5071836808029474,SHORT,0.9701754694446295,0.9426745231199445
SKYW,2025-05-06,92.69,94.87,91.5,94.07,229028,93.2825,1.38,1.49,NASDAQ,,SkyWest,-0.33901896387329433,CASH,0.0,,0.0,CASH,0.9701754694446295,0.9394786777189658
SKYW,2025-05-07,97.23,98.48,96.21,97.02,369500,97.235,-0.21,-0.21598,NASDAQ,,SkyWest,3.1359625810566616,CASH,0.0,,0.0,CASH,0.9701754694446295,0.9689403775092384
SKYW,2025-05-08,98.8,101.54,98.03,100.03,337400,99.6,1.23,1.24,NASDAQ,,SkyWest,3.1024531024531177,CASH,0.0,,0.0,CASH,0.9701754694446295,0.9990012983121948
SKYW,2025-05-09,100.75,101.88,98.88,99.54,262900,100.2625,-1.21,-1.2,NASDAQ,,SkyWest,-0.4898530440867743,CASH,0.0,,0.0,CASH,0.9701754694446295,0.9941076600419461
SKYW,2025-05-12,106.11,106.11,100.94,101.96,379700,103.78,-4.15,-3.91,NASDAQ,,SkyWest,2.4311834438416557,CASH,0.0,,0.0,CASH,0.9701754694446295,1.0182762408868475
SKYW,2025-05-13,101.7,104.56,101.25,103.84,381121,102.8375,2.14,2.1,NASDAQ,,SkyWest,1.8438603373872153,CASH,0.0,,0.0,CASH,0.9701754694446295,1.0370518326175977
SKYW,2025-05-14,103.31,104.89,101.79,102.28,440396,103.0675,-1.03,-0.997,NASDAQ,,SkyWest,-1.502311248073962,CASH,0.0,,0.0,CASH,0.9701754694446295,1.0214720862878264
SKYW,2025-05-15,102.47,102.68,101.5,101.71,265000,102.09,-0.76,-0.74168,NASDAQ,,SkyWest,-0.5572937035588699,CASH,0.0,,0.0,CASH,0.9701754694446295,1.0157794866673329
SKYW,2025-05-16,101.97,103.31,101.17,102.67,289400,102.28,0.7,0.68648,NASDAQ,,SkyWest,0.9438599941008929,CASH,0.0,,0.0,CASH,0.9701754694446295,1.0253670228702692
SKYW,2025-05-19,102.21,102.86,100.46,101.85,208163,101.845,-0.36,-0.35222,NASDAQ,,SkyWest,-0.7986753676828773,CASH,0.0,,0.0,CASH,0.9701754694446295,1.017177669030261
SKYW,2025-05-20,101.27,102.02,100.0,100.65,178100,100.985,-0.62,-0.61222,NASDAQ,,SkyWest,-1.1782032400588949,CASH,0.0,,0.0,CASH,0.9701754694446295,1.0051932487765909
SKYW,2025-05-21,99.34,99.96,97.49,98.34,259800,98.7825,-1.0,-1.01,NASDAQ,,SkyWest,-2.2950819672131195,CASH,0.0,,0.0,CASH,0.9701754694446295,0.9821232397882756
SKYW,2025-05-22,98.09,99.35,97.73,98.65,193917,98.455,0.56,0.5709,NASDAQ,,SkyWest,0.3152328655684489,CASH,0.0,,0.0,CASH,0.9701754694446295,0.9852192150204739
SKYW,2025-05-23,96.33,98.47,96.23,97.92,162900,97.2375,1.59,1.65,NASDAQ,,SkyWest,-0.7399898631525681,CASH,0.0,,0.0,CASH,0.9701754694446295,0.9779286926994911
SKYW,2025-05-27,99.56,101.8,99.12,101.65,346023,100.5325,2.09,2.1,NASDAQ,,SkyWest,3.809232026143805,CASH,0.0,,0.0,CASH,0.9701754694446295,1.0151802656546496
SKYW,2025-05-28,101.42,102.0,100.45,101.52,306092,101.3475,0.1,0.09859988,NASDAQ,,SkyWest,-0.1278898180029575,CASH,0.0,,0.0,CASH,0.9701754694446295,1.013881953460502
SKYW,2025-05-29,101.9,103.0,101.7,102.35,251439,102.2375,0.45,0.44161,NASDAQ,,SkyWest,0.8175728920409853,CASH,0.0,,0.0,CASH,0.9701754694446295,1.0221711774692905
SKYW,2025-05-30,101.1,102.05,100.31,101.45,352400,101.2275,0.35,0.34619,NASDAQ,,SkyWest,-0.8793356130923247,CASH,0.0,,0.0,CASH,0.9701754694446295,1.013182862279038
SKYW,2025-06-02,100.81,103.43,99.84,103.33,273336,101.8525,2.52,2.5,NASDAQ,,SkyWest,1.8531296205027026,SHORT,0.2,OK,-0.3706259241005405,SHORT,0.9665797476456036,1.031958454009788
SKYW,2025-06-03,103.38,104.55,102.31,103.49,365532,103.4325,0.11,0.1064,NASDAQ,,SkyWest,0.15484370463563213,SHORT,0.2,OK,-0.030968740927126426,SHORT,0.9662804100677012,1.0335563767102773
SKYW,2025-06-04,103.31,103.75,100.46,100.65,289800,102.0425,-2.66,-2.57,NASDAQ,,SkyWest,-2.744226495313551,SHORT,0.2,OK,0.5488452990627102,SHORT,0.9715837946741217,1.005193248776591
SKYW,2025-06-05,100.24,102.07,99.99,100.84,302200,100.785,0.6,0.59856,NASDAQ,,SkyWest,0.1887729756582246,CASH,0.0,,0.0,CASH,0.9715837946741217,1.0070907819834223
SKYW,2025-06-06,102.43,103.48,101.44,103.26,185823,102.6525,0.83,0.81031,NASDAQ,,SkyWest,2.399841332804442,CASH,0.0,,0.0,CASH,0.9715837946741217,1.031259362828324
SKYW,2025-06-09,103.67,104.13,102.51,102.95,223300,103.315,-0.72,-0.69451,NASDAQ,,SkyWest,-0.3002130544257242,CASH,0.0,,0.0,CASH,0.9715837946741217,1.0281633875961258
SKYW,2025-06-10,103.7,104.0,101.64,102.81,231500,103.0375,-0.89,-0.85824,NASDAQ,,SkyWest,-0.13598834385624148,CASH,0.0,,0.0,CASH,0.9715837946741217,1.0267652052331977
SKYW,2025-06-11,102.88,104.59,99.75,99.96,211614,101.795,-2.92,-2.84,NASDAQ,,SkyWest,-2.7721038809454424,CASH,0.0,,0.0,CASH,0.9715837946741217,0.9983022071307308
SKYW,2025-06-12,99.41,99.41,97.23,98.96,195600,98.7525,-0.45,-0.45267,NASDAQ,,SkyWest,-1.00040016006403,CASH,0.0,,0.0,CASH,0.9715837946741217,0.9883151902526722
SKYW,2025-06-13,95.91,97.5,95.22,95.81,253900,96.11,-0.1,-0.10426,NASDAQ,,SkyWest,-3.1831042845594126,CASH,0.0,,0.0,CASH,0.9715837946741217,0.9568560870867879
SKYW,2025-06-16,97.07,98.61,96.6,97.91,234453,97.5475,0.84,0.86535,NASDAQ,,SkyWest,2.191838012733527,CASH,0.0,,0.0,CASH,0.9715837946741217,0.9778288225307108
SKYW,2025-06-17,96.39,97.84,95.47,96.43,219200,96.5325,0.04,0.04149808,NASDAQ,,SkyWest,-1.5115922786232194,CASH,0.0,,0.0,CASH,0.9715837946741217,0.9630480375511842
SKYW,2025-06-18,96.02,97.64,95.68,96.87,192426,96.5525,0.85,0.88523,NASDAQ,,SkyWest,0.4562895364513153,CASH,0.0,,0.0,CASH,0.9715837946741217,0.9674423249775299
SKYW,2025-06-20,96.94,97.73,95.11,95.22,376988,96.25,-1.72,-1.77,NASDAQ,,SkyWest,-1.7033137194177872,CASH,0.0,,0.0,CASH,0.9715837946741217,0.9509637471287332
SKYW,2025-06-23,95.06,98.02,93.28,97.79,258637,96.0375,2.73,2.87,NASDAQ,,SkyWest,2.699012812434365,CASH,0.0,,0.0,CASH,0.9715837946741217,0.9766303805053437
SKYW,2025-06-24,99.39,101.0,98.51,100.27,194343,99.7925,0.88,0.8854,NASDAQ,,SkyWest,2.536046630534816,CASH,0.0,,0.0,CASH,0.9715837946741217,1.0013981823629288
SKYW,2025-06-25,100.2,100.92,98.68,99.09,206241,99.7225,-1.11,-1.11,NASDAQ,,SkyWest,-1.176822579036596,CASH,0.0,,0.0,CASH,0.9715837946741217,0.9896135024468198
SKYW,2025-06-26,100.17,101.15,99.57,101.0,175514,100.4725,0.83,0.82859,NASDAQ,,SkyWest,1.9275406196387124,CASH,0.0,,0.0,CASH,0.9715837946741217,1.0086887046839115
SKYW,2025-06-27,101.27,104.09,100.98,103.4,563500,102.435,2.13,2.1,NASDAQ,,SkyWest,2.3762376237623783,CASH,0.0,,0.0,CASH,0.9715837946741217,1.0326575451912519
SKYW,2025-06-30,103.89,104.31,102.2,102.97,631916,103.3425,-0.92,-0.88555,NASDAQ,,SkyWest,-0.4158607350096766,CASH,0.0,,0.0,CASH,0.9715837946741217,1.0283631279336867
SKYW,2025-07-01,104.46,105.5,103.38,104.1,340707,104.36,-0.36,-0.34463,NASDAQ,,SkyWest,1.0974070117509838,LONG,0.3753725556887596,OK,0.41193647463173144,LONG,0.9755861027059956,1.0396484570058926
SKYW,2025-07-02,104.16,105.69,102.63,105.66,313400,104.535,1.5,1.44,NASDAQ,,SkyWest,1.4985590778098024,LONG,0.3753725556887596,OK,0.5625179508880562,LONG,0.981073949660086,1.055228203335664
SKYW,2025-07-03,105.79,108.48,105.38,107.78,242900,106.8575,1.99,1.88,NASDAQ,,SkyWest,2.0064357372704844,LONG,0.3753725556887596,OK,0.7531609105244823,LONG,0.9884630151522644,1.0764006791171479
SKYW,2025-07-07,107.16,109.08,106.35,107.46,354461,107.5125,0.3,0.27996,NASDAQ,,SkyWest,-0.296901094822799,CASH,0.0,,0.0,CASH,0.9884630151522644,1.073204833716169
SKYW,2025-07-08,108.31,110.2,106.46,106.68,349600,107.9125,-1.63,-1.5,NASDAQ,,SkyWest,-0.7258514796203097,CASH,0.0,,0.0,CASH,0.9884630151522644,1.0654149605512835
SKYW,2025-07-09,107.62,108.99,105.97,106.86,286600,107.36,-0.76,-0.70619,NASDAQ,,SkyWest,0.16872890888637304,CASH,0.0,,0.0,CASH,0.9884630151522644,1.0672126235893338
SKYW,2025-07-10,109.92,115.4,109.74,113.61,525719,112.1675,3.69,3.36,NASDAQ,,SkyWest,6.316676024705226,CASH,0.0,,0.0,CASH,0.9884630151522644,1.1346249875162289
SKYW,2025-07-11,112.82,112.86,110.0,111.76,339844,111.86,-1.06,-0.93955,NASDAQ,,SkyWest,-1.6283777836457958,CASH,0.0,,0.0,CASH,0.9884630151522644,1.1161490062918207
SKYW,2025-07-14,111.79,113.0,110.05,112.75,288909,111.8975,0.96,0.85875,NASDAQ,,SkyWest,0.8858267716535417,CASH,0.0,,0.0,CASH,0.9884630151522644,1.1260361530010985
SKYW,2025-07-15,112.73,113.0,110.82,111.26,242921,111.9525,-1.47,-1.3,NASDAQ,,SkyWest,-1.321507760532148,CASH,0.0,,0.0,CASH,0.9884630151522644,1.1111554978527913
SKYW,2025-07-16,112.57,113.14,109.34,111.03,371300,111.52,-1.54,-1.37,NASDAQ,,SkyWest,-0.20672299119181003,CASH,0.0,,0.0,CASH,0.9884630151522644,1.1088584839708377
