date,close,prediction,signal,price_return,strategy_return,cum_strategy,cum_buyhold
2025-11-28,4.56,7.791454047253654,1,18.13471502590673,18.13471502590673,1.1813471502590673,1.1813471502590673
2025-12-31,4.71,3.3361261183981825,1,3.2894736842105345,3.2894736842105345,1.2202072538860105,1.2202072538860105
2026-01-16,5.27,1.2565616031199673,1,11.889596602972391,11.889596602972391,1.3652849740932644,1.3652849740932644
