date,close,prediction,actual,signal,strategy_return,cum_strategy,cum_buyhold
2022-05-31,10.75,7.003691651747165,1.3195098963242335,1,1.3195098963242335,1.0131950989632423,1.0131950989632423
2022-06-30,9.37,14.985227416824689,-12.837209302325592,1,-12.837209302325592,0.883129123468426,0.883129123468426
2022-07-29,14.48,8.215489415423058,54.5357524012807,1,54.5357524012807,1.3647502356267673,1.3647502356267673
2022-08-31,12.9,-21.0215146731411,-10.911602209944748,-1,10.911602209944748,1.5136663524976437,1.2158341187558908
2022-09-30,9.7,-11.516304315210258,-24.80620155038761,-1,24.80620155038761,1.8891494786986096,0.9142318567389255
2022-10-31,13.11,-14.250543194155101,35.15463917525774,-1,-35.15463917525774,1.2250257959808508,1.235626767200754
2022-11-30,13.04,-16.339174520267846,-0.5339435545385185,-1,0.5339435545385185,1.2315667422599248,1.2290292177191329
2022-12-30,10.27,-26.823151780948955,-21.242331288343554,-1,21.242331288343554,1.493180229687838,0.9679547596606976
2023-01-31,12.58,-26.79122308461086,22.492697176241492,-1,-22.492697176241492,1.1573237223286454,1.1856738925541943
2023-02-28,11.76,-23.91702345221044,-6.518282988871227,-1,6.518282988871227,1.2327613576473648,1.1083883129123469
2023-03-31,9.84,-10.82657313306245,-16.326530612244895,-1,16.326530612244895,1.4340285180795875,0.9274269557021678
2023-04-28,9.49,6.7596207850814265,-3.556910569105687,1,-3.556910569105687,1.383021406156025,0.8944392082940623
2023-05-31,8.23,17.173235432048156,-13.277133825079023,1,-13.277133825079023,1.1993958032312,0.7756833176248823
2023-06-30,9.67,23.59021944870816,17.4969623329283,1,17.4969623329283,1.4092536351452858,0.9114043355325165
2023-07-31,9.3,5.57785906259712,-3.826266804550149,1,-3.826266804550149,1.3553318311118054,0.876531573986805
2023-08-31,6.28,12.745888073894248,-32.47311827956989,1,-32.47311827956989,0.9152133225142084,0.5918944392082942
2023-09-29,4.84,-2.033341714219855,-22.92993630573249,-1,22.92993630573249,1.1250711544282943,0.45617342130065985
2023-10-31,3.39,8.853895819632973,-29.95867768595041,1,-29.95867768595041,0.7880147135355202,0.31950989632422255
2023-11-30,3.91,9.435600989540557,15.339233038348077,1,15.339233038348077,0.9088901268212047,0.3685202639019794
2023-12-29,5.46,-4.363497193511737,39.64194373401535,-1,-39.64194373401535,0.548588414142722,0.514608859566447
2024-01-31,4.87,-14.360769969069196,-10.805860805860801,-1,10.805860805860801,0.6078681145720638,0.459000942507069
2024-02-29,6.94,-18.974252736137124,42.505133470225886,-1,-42.505133470225886,0.34949296115026246,0.6540999057492934
2024-03-28,8.11,-11.30161134019437,16.858789625360227,-1,-16.858789625360227,0.29057267807449777,0.7643732327992463
2024-04-30,6.04,-22.19455126877229,-25.52404438964241,-1,25.52404438964241,0.36473857741040533,0.569274269557022
2024-05-31,5.47,-10.577174720901265,-9.43708609271524,-1,9.43708609271524,0.3991592709739701,0.51555136663525
2024-06-28,4.93,-19.89907214001632,-9.872029250457038,-1,9.872029250457038,0.43856439096043154,0.46465598491988713
2024-07-31,3.94,-6.83311403900663,-20.081135902636916,-1,20.081135902636916,0.5266331023297677,0.3713477851083885
2024-08-30,3.63,-8.697738914142649,-7.868020304568535,-1,7.868020304568535,0.568068701751653,0.34213006597549495
2024-09-30,5.35,-8.286441833747912,47.38292011019283,-1,-47.38292011019283,0.2989011626296577,0.5042412818096137
2024-10-31,6.08,1.0055959968049417,13.644859813084121,1,13.644859813084121,0.33968580725015307,0.5730442978322339
2024-11-29,5.83,-2.869528962515786,-4.111842105263152,-1,4.111842105263152,0.35365315129826785,0.5494816211121585
2024-12-31,7.11,17.432517126032796,21.955403087478565,1,21.955403087478565,0.431299126197373,0.6701225259189446
2025-01-31,8.43,14.959076654974867,18.565400843881854,1,18.565400843881854,0.5113715378120751,0.7945334590009427
2025-02-28,7.2,21.738284762564618,-14.590747330960852,1,-14.590747330960852,0.4367586088074663,0.6786050895381718
2025-03-31,4.34,7.326070979434687,-39.72222222222223,1,-39.72222222222223,0.2632683836422782,0.409048067860509
2025-04-30,2.98,11.567123301591463,-31.336405529953915,1,-31.336405529953915,0.18076953531197906,0.2808671065032988
2025-05-30,4.02,14.132016097431174,34.8993288590604,1,34.8993288590604,0.24385688991750196,0.3788878416588125
2025-06-30,3.63,-0.5007180285254261,-9.701492537313428,-1,9.701492537313428,0.267514647894573,0.3421300659754949
2025-07-31,4.38,5.18594478042283,20.661157024793386,1,20.661157024793386,0.3227862693603939,0.4128180961357211
2025-08-29,4.9,-7.423755457889171,11.87214611872147,-1,-11.87214611872147,0.28446461181075805,0.461828463713478
2025-09-30,4.42,6.172052068315648,-9.795918367346946,1,-9.795918367346946,0.2565986906537858,0.4165881244109332
2025-10-31,3.86,3.492497425899415,-12.669683257918551,1,-12.669683257918551,0.22408844930398492,0.3638077285579643
