date,close,actual_return,predicted_return,signal,strategy_return,cumulative_strategy,cumulative_buyhold
2024-02-29,72.78,-7.168367346938775,2.9767218616012747,LONG,-7.168367346938775,0.9283163265306122,0.9283163265306122
2024-03-28,75.21,3.338829348722161,-9.326712189175286,SHORT,-3.338829348722161,0.8973214285714287,0.9593112244897958
2024-04-30,54.56,-27.456455258609214,-2.817727841522463,SHORT,27.456455258609214,1.1436940851330561,0.6959183673469388
2024-05-31,53.2,-2.4926686217008776,-13.251584056096343,SHORT,2.4926686217008776,1.1722025887214167,0.6785714285714286
2024-06-28,50.23,-5.5827067669173,-11.54098347482969,SHORT,5.5827067669173,1.237643221963947,0.6406887755102041
2024-07-31,56.07,11.626518017121246,6.526424075562615,LONG,11.626518017121246,1.3815380341532653,0.7151785714285714
2024-08-30,42.08,-24.950954164437313,-13.298906545560268,SHORT,24.950954164437313,1.7262449558191149,0.536734693877551
2024-09-30,55.06,30.846007604562754,17.53358773882946,LONG,30.846007604562754,2.25872260616446,0.7022959183673471
2024-10-31,65.01,18.07119505993462,14.444194836586062,LONG,18.07119505993462,2.6669007741872783,0.8292091836734695
2024-11-29,81.84,25.888324873096447,25.269240982859422,LONG,25.888324873096447,3.357316710652005,1.0438775510204084
2024-12-31,94.12,15.004887585532757,8.424441091196563,LONG,15.004887585532757,3.8610783089756446,1.200510204081633
2025-01-31,102.43,8.829154271143214,21.455010511606492,LONG,8.829154271143214,4.201978869404752,1.3065051020408165
2025-02-28,73.5,-28.243678609782297,-14.380278938339398,SHORT,28.243678609782297,5.3887722765303945,0.9375
2025-03-31,51.65,-29.727891156462583,-19.97585667112944,SHORT,29.727891156462583,6.990740633566982,0.6588010204081632
2025-04-30,46.93,-9.138431752178121,-22.44915376338054,SHORT,9.138431752178121,7.629584695337285,0.5985969387755102
2025-05-30,55.58,18.431706797357773,-19.578368364901575,SHORT,-18.431706797357773,6.223322014436635,0.7089285714285715
2025-06-30,54.95,-1.133501259445835,16.65280715882501,LONG,-1.133501259445835,6.152780581023626,0.7008928571428572
2025-07-31,51.64,-6.023657870791633,15.339048040527597,LONG,-6.023657870791633,5.782158129282257,0.6586734693877552
2025-08-29,62.66,21.340046475600303,-1.8768729866576854,SHORT,-21.340046475600303,4.548242897200722,0.7992346938775511
2025-09-30,60.77,-3.0162783274816363,0.2225927792341147,LONG,-3.0162783274816363,4.4110552324112335,0.7751275510204083
2025-10-31,62.18,2.320223794635501,15.195407835942513,LONG,2.320223794635501,4.513401585508153,0.7931122448979593
