date,close,train_months,coef,pval,emp_lag_3,signal,price_return,strategy_return,cum_strategy,cum_buyhold
2025-01-31,102.43,44,-5.800397256698524,0.00044897585519379973,1.8657311433583068,-1,8.829154271143214,-8.829154271143214,2.141421270474662,0.6600296410851214
2025-02-28,73.5,45,-5.624635267576097,0.0006034554878875617,1.7063243581715737,-1,-28.243678609782297,28.243678609782297,2.7462374117890422,0.4736129905277401
2025-03-31,51.65,46,-5.842444644612172,0.0004760867538967914,-0.47714329690626833,1,-29.727891156462583,-29.727891156462583,1.9298389431143406,0.3328178362007861
2025-04-30,46.93,47,-5.177698601156587,0.0026365134056722758,-0.12372409526755224,1,-9.138431752178121,-9.138431752178121,1.753481928370881,0.30240350538050126
2025-05-30,55.58,48,-5.0102951521504675,0.003196128605618147,1.7962217404769332,-1,18.431706797357773,-18.431706797357773,1.430285280588905,0.35814163283716727
2025-06-30,54.95,49,-4.751946054438577,0.00554751079303154,-0.18253726802555104,1,-1.133501259445835,-1.133501259445835,1.4140729789197615,0.35408209291835807
2025-07-31,51.64,50,-4.68669859710334,0.005365225715902564,0.289545870161545,-1,-6.023657870791633,6.023657870791633,1.4992518972131996,0.33275339905921764
2025-08-29,62.66,51,-4.631295896848202,0.005399328640452262,-0.09117155447500025,1,21.340046475600303,21.340046475600303,1.8191929488648158,0.40376312906759443
2025-09-30,60.77,52,-4.8470901532007495,0.003672730465259476,-1.0038022813688263,1,-3.0162783274816363,-3.0162783274816363,1.7643210262131321,0.3915845093111669
2025-10-31,62.18,53,-4.614506441386908,0.004454788349311362,-0.39944691964971524,1,2.320223794635501,2.320223794635501,1.8052572224770864,0.40067014627231123
