date,close,prediction,signal,price_return,strategy_return,cum_strategy,cum_buyhold
2025-11-28,76.0,11.3840557811078,1,22.22579607590865,22.22579607590865,1.2222579607590864,1.2222579607590864
2025-12-31,85.27,11.723040758656788,1,12.197368421052627,12.197368421052627,1.3713412672885172,1.3713412672885172
2026-01-16,89.95,-0.6808833349599014,-1,5.488448457839811,-5.488448457839811,1.2960759086522997,1.4466066259247345
