name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
Airbus SE,AIR,N/A,109084.0,16832731.52,0.997865713,FR,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
ANA Holdings Inc,9202,N/A,758140.0,16453251.06,0.9753696291,JP,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
Aeroports de Paris SA,ADP,N/A,65949.0,8532657.86,0.5058267999,FR,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
Amadeus IT Group SA,AMS,N/A,234619.0,16804381.26,0.9961850735,ES,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
Airports of Thailand PCL,AOT,N/A,4785011.0,8376310.18,0.4965583108,TH,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
Air France-KLM,AF,N/A,614700.0,9223485.83,0.5467799598,FR,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
Air Canada,AC,008911877,3636289.0,51290322.18,3.0405554708,CA,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
Aena SME SA,AENA,E526K0106,46467.0,8417860.44,0.499021463,ES,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
Frontier Group Holdings Inc,ULCC,35909R108,10483645.0,57240701.7,3.3933015295,US,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
General Dynamics Corp,GD,369550108,126206.0,32771912.02,1.9427605861,US,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
Grupo Aeroportuario del Centro,OMAB,P49530101,908864.0,9612089.14,0.5698168578,MX,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
Flughafen Zurich AG,FHZN,N/A,38588.0,8056658.7,0.4776089649,CH,2023-12-31,2024-02-27,0001145549-24-010826,2023_Q4,NPORT-P
