name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
easyJet PLC,EZJ,N/A,2238684.0,8785202.7,0.4445930793,GB,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Japan Airlines Co Ltd,9201,N/A,1100598.0,22600667.56,1.1437528226,JP,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Pegasus Hava Tasimaciligi AS,PGSUS,N/A,945421.0,24264571.38,1.227958065,TR,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Airports of Thailand PCL,AOT,N/A,5115290.0,11076851.45,0.5605666327,TH,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Bombardier Inc,BBD/B,097751861,1153370.0,44524852.22,2.2532708499,CA,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Wizz Air Holdings Plc,WIZZ,N/A,394610.0,9085723.98,0.4598015709,CH,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Air Canada,AC,008911877,4518528.0,64707723.72,3.2746661774,CA,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Aena SME SA,AENA,E526K0106,81162.0,10190970.36,0.5157348155,ES,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Copa Holdings SA,CPA,N/A,124981.0,10394669.77,0.5260434391,PA,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
MakeMyTrip Ltd,MMYT,N/A,389523.0,10739149.11,0.5434765178,IN,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Alaska Air Group Inc,ALK,011659109,1402588.0,60227128.72,3.0479165399,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Allegiant Travel Co,ALGT,01748X102,849473.0,57755669.27,2.9228432997,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
American Airlines Group Inc,AAL,02376R102,16712035.0,212577085.2,10.7578964454,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Azul SA,AZUL,05501U106,1680203.0,10266040.33,0.5195338842,BR,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Boeing Co/The,BA,097023105,240869.0,45883135.81,2.322009558,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Booking Holdings Inc,BKNG,09857L108,20990.0,42300727.2,2.1407144724,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Delta Air Lines Inc,DAL,247361702,6669243.0,219151324.98,11.0905992421,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Embraer SA,ERJ,29082A107,1011767.0,11058613.31,0.5596436545,BR,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Expedia Group Inc,EXPE,30212P303,445199.0,38999432.4,1.9736457238,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
First American Government Obli,FGXXX,31846V336,11470310.1,11470310.1,0.5804784092,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Frontier Group Holdings Inc,ULCC,35909R108,5007798.0,51430085.46,2.6027242449,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
General Dynamics Corp,GD,369550108,173181.0,42967937.91,2.1744800296,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Grupo Aeroportuario del Surest,ASR,40051E202,42699.0,9948440.01,0.5034610731,MX,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Airbus SE,AIR,N/A,186131.0,22119979.47,1.1194266225,FR,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Hawaiian Holdings Inc,HA,419879101,4775234.0,48993900.84,2.4794361594,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
JetBlue Airways Corp,JBLU,477143101,8075534.0,52329460.32,2.6482389418,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Air France-KLM,AF,N/A,8236978.999999,10854024.5,0.549290021,FR,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Deutsche Lufthansa AG,LHA,N/A,2670211.0,22194830.19,1.1232145957,DE,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
ANA Holdings Inc,9202,N/A,1037820.0,22141847.0,1.1205332734,JP,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Cathay Pacific Airways Ltd,293,N/A,10230577.0,11167135.28,0.5651356298,HK,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
SATS Ltd,SATS,N/A,4833433.0,10248581.25,0.5186503319,SG,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Japan Airport Terminal Co Ltd,9706,N/A,237384.0,11811319.11,0.5977358649,JP,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Qantas Airways Ltd,QAN,N/A,5254068.0,21499199.1,1.0880107673,AU,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Singapore Airlines Ltd,SIA,N/A,2608670.0,10770453.26,0.5450607281,SG,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Ryanair Holdings PLC,RYAAY,783513203,284739.0,21287087.64,1.0772764348,IE,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Sabre Corp,SABR,78573M104,7241402.0,44751864.36,2.2647592617,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
SkyWest Inc,SKYW,830879102,3488646.0,57597545.46,2.9148411222,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Southwest Airlines Co,LUV,844741108,6032770.0,203123365.9,10.2794717217,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Textron Inc,TXT,883203101,587583.0,41600876.4,2.105297097,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Trip.com Group Ltd,TCOM,89677Q107,650058.0,22361995.2,1.1316743216,CN,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
TripAdvisor Inc,TRIP,896945201,2268380.0,40785472.4,2.0640319164,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
United Airlines Holdings Inc,UAL,910047109,5228088.0,197098917.6,9.9745922429,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
"Mount Vernon Liquid Assets Portfolio, LLC",,N/A,196965595.27,196965595.27,9.9678451948,US,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Turk Hava Yollari AO,THYAO,N/A,2967088.0,22353604.47,1.1312496916,TR,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Grupo Aeroportuario del Pacifi,GAPB,P4959P100,675691.0,9688146.43,0.4902883862,MX,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
TAV Havalimanlari Holding AS,TAVHL,N/A,2344578.0,11721479.66,0.5931893565,TR,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
Amadeus IT Group SA,AMS,N/A,196544.0,10214422.33,0.5169216502,ES,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
International Consolidated Air,IAG,N/A,13283798.0,19888117.71,1.0064787116,GB,2022-12-31,2023-02-28,0001145549-23-013794,2022_Q4,NPORT-P
