name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
iShares MSCI Australia ETF,EWA,464286103,2050.0,49097.5,0.2366499275,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
iShares MSCI Canada ETF,EWC,464286509,1550.0,47802.0,0.2304056181,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Wynn Resorts Ltd,WYNN,983134107,1400.0,157962.0,0.7613767676,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Energy Select Sector SPDR Fund,XLE,81369Y506,18650.0,706835.0,3.406944376,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
iShares MSCI Austria ETF,EWO,464286202,1050.0,20821.5,0.1003596205,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
iShares MSCI Brazil ETF,EWZ,464286400,1300.0,48191.0,0.2322805979,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Facebook Inc,FB,30303M102,1375.0,375595.0,1.8103677278,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Fidelity Government Portfolio,FIGXX,316175108,3459070.67,3459070.67,16.6727190437,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Financial Select Sector SPDR F,XLF,81369Y605,22700.0,669196.0,3.2255244132,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Gilead Sciences Inc,GILD,375558103,7350.0,428211.0,2.0639768237,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Alphabet Inc,GOOGL,02079K305,250.0,438160.0,2.1119309991,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Herbalife Nutrition Ltd,HLF,G4412G101,9175.0,440858.75,2.1249389729,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
iShares Core MSCI Emerging Mar,IEMG,46434G103,6550.0,406362.0,1.9586646537,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Ingredion Inc,INGR,457187102,3650.0,287145.5,1.3840411784,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
US Global Jets ETF,JETS,26922A842,40400.0,904152.0,4.3580122255,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Juniper Networks Inc,JNPR,48203R104,16150.0,363536.5,1.7522457633,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
KCM LONG SWAP 2 CUSTOM TRS ASSET   /,KCMLONGA,999999999,29600.0,139415.5,0.6719826461,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
KCM SWAP SHORT 8 CUSTOM TRS ASSET   /,KCMSHORL,999999999,-18000.0,-132368.2,-0.6380146633,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Liberty Global PLC,LBTYK,G5480U120,15650.0,370122.5,1.7839902803,GB,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Lamb Weston Holdings Inc,LW,513272104,3150.0,248031.0,1.1955093063,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
MGM Resorts International,MGM,552953101,5600.0,176456.0,0.8505178391,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Moderna Inc,MRNA,60770K107,6350.0,663384.5,3.1975129859,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Microsoft Corp,MSFT,594918104,1750.0,389235.0,1.8761125216,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Netflix Inc,NFLX,64110L106,675.0,364992.75,1.7592648877,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Global X MSCI Norway ETF,NORW,37950E747,1650.0,20707.5,0.0998101405,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
Omnicom Group Inc,OMC,681919106,5950.0,371101.5,1.7887090599,US,2020-12-31,2021-02-26,0001145549-21-012645,2020_Q4,NPORT-P
