name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
Energy Select Sector SPDR Fund,XLE,81369Y506,18650.0,914969.0,4.5772032369,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Financial Select Sector SPDR F,XLF,81369Y605,22700.0,772935.0,3.8666671591,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
iShares MSCI Peru ETF,EPU,464289842,1280.0,43513.6,0.2176801518,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
iShares MSCI Australia ETF,EWA,464286103,4460.0,110563.4,0.5531019656,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
iShares MSCI Canada ETF,EWC,464286509,3410.0,116110.5,0.5808517627,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
iShares MSCI Austria ETF,EWO,464286202,2210.0,48492.93,0.2425896355,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
iShares MSCI Brazil ETF,EWZ,464286400,2930.0,98008.5,0.4902951067,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Facebook Inc,FB,30303M102,1375.0,404978.75,2.0259375404,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Fortune Brands Home &amp; Security,FBHS,34964C106,3380.0,323871.6,1.6201927452,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Fidelity Government Portfolio,FIGXX,316175108,3099846.72,3099846.72,15.5072231307,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
iShares China Large-Cap ETF,FXI,464287184,2430.0,113383.8,0.5672112349,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Alphabet Inc,GOOGL,02079K305,250.0,515630.0,2.5794789824,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Garmin Ltd,GRMN,H2906T109,1930.0,254470.5,1.2730083711,CH,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
iShares Core MSCI Emerging Mar,IEMG,46434G103,6550.0,421558.0,2.1088765217,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
US Global Jets ETF,JETS,26922A842,32640.0,878342.4,4.3939758357,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Juniper Networks Inc,JNPR,48203R104,17820.0,451380.6,2.2580663863,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
KCM LONG SWAP 2 CUSTOM TRS ASSET   /,KCMLONGA,999999999,24005.0,-9056.05,-0.045303591,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
KCM SWAP SHORT 8 CUSTOM TRS ASSET   /,KCMSHORL,999999999,-16900.0,-163289.0,-0.8168658603,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Eli Lilly and Co,LLY,532457108,1540.0,287702.8,1.4392555239,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Lam Research Corp,LRCX,512807108,710.0,422620.4,2.1141912599,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Lamb Weston Holdings Inc,LW,513272104,2400.0,185952.0,0.9302392718,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
MGM Resorts International,MGM,552953101,4530.0,172094.7,0.8609170561,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Monolithic Power Systems Inc,MPWR,609839105,1100.0,388531.0,1.943656398,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Merck &amp; Co Inc,MRK,58933Y105,3320.0,255938.8,1.2803536555,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Moderna Inc,MRNA,60770K107,5130.0,671773.5,3.3605989259,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
Microsoft Corp,MSFT,594918104,1750.0,412597.5,2.0640509269,US,2021-03-31,2021-05-27,0001145549-21-031235,2021_Q1,NPORT-P
