name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
Alphabet Inc,GOOGL,02079K305,195.0,476149.05,2.8229818501,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Garmin Ltd,GRMN,H2906T109,1420.0,205388.8,1.2177045289,CH,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
iShares Core MSCI Emerging Mar,IEMG,46434G103,4475.0,299780.25,1.7773304489,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
US Global Jets ETF,JETS,26922A842,24355.0,588903.9,3.4914802857,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Juniper Networks Inc,JNPR,48203R104,14905.0,407651.75,2.4168765881,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
KCM LONG SWAP 2 CUSTOM TRS ASSET   /,KCMLONGA,999999999,19015.0,98889.05,0.5862911904,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
KCM SWAP SHORT 8 CUSTOM TRS ASSET   /,KCMSHORL,999999999,-12970.0,-81947.2,-0.4858467286,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Eli Lilly &amp; Co,LLY,532457108,1340.0,307556.8,1.8234358848,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
MGM Resorts International,MGM,552953101,3375.0,143943.75,0.8534104892,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Moderna Inc,MRNA,60770K107,3830.0,899973.4,5.3357421878,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Microsoft Corp,MSFT,594918104,1370.0,371133.0,2.200365039,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Netflix Inc,NFLX,64110L106,530.0,279951.3,1.6597690131,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Global X MSCI Norway ETF,NORW,37950E747,2430.0,34566.26,0.20493567,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
NVR Inc,NVR,62944T105,30.0,149199.0,0.884567698,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Old Dominion Freight Line Inc,ODFL,679580100,1365.0,346437.0,2.0539479459,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Aberdeen Standard Physical Pal,PALL,003262102,1135.0,294714.1,1.7472943719,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Pebblebrook Hotel Trust,PEB,70509V100,5235.0,123284.25,0.7309249071,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Pfizer Inc,PFE,717081103,7530.0,294874.8,1.7482471265,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Park Hotels &amp; Resorts Inc,PK,700517105,6285.0,129533.85,0.767977396,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Royal Caribbean Cruises Ltd,RCL,V7780T103,1175.0,100204.0,0.5940872366,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
VanEck Vectors Russia ETF,RSX,92189F403,2960.0,85780.8,0.5085752906,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Direxion Daily S&amp;P 500 Bull 3X,SPXL,25459W862,5950.0,634151.0,3.7597402814,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
iShares MSCI Thailand ETF,THD,464286624,915.0,71333.4,0.4229198683,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Thermo Fisher Scientific Inc,TMO,883556102,480.0,242145.6,1.4356274236,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
TripAdvisor Inc,TRIP,896945201,3595.0,144878.5,0.8589524141,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Tesla Inc,TSLA,88160R101,510.0,346647.0,2.0551929892,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Twitter Inc,TWTR,90184L102,3535.0,243243.35,1.4421357392,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
ProShares UltraPro S&amp;P 500,UPRO,74347X864,5605.0,635550.95,3.7680402736,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
VeriSign Inc,VRSN,92343E102,1095.0,249320.55,1.4781661068,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Western Digital Corp,WDC,958102105,4505.0,320620.85,1.9008897326,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Wynn Resorts Ltd,WYNN,983134107,845.0,103343.5,0.612700634,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Energy Select Sector SPDR Fund,XLE,81369Y506,12745.0,686573.15,4.0705395531,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
Financial Select Sector SPDR F,XLF,81369Y605,15520.0,569428.8,3.3760167479,US,2021-06-30,2021-11-12,0001145549-21-065252,2021_Q2,NPORT-P/A
