name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
Alaska Air Group Inc,ALK,011659109,1809766.0,104984525.66,3.0207421268,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Allegiant Travel Co,ALGT,01748X102,616869.0,100173356.91,2.8823093432,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
American Airlines Group Inc,AAL,02376R102,20750111.0,378689525.75,10.8961144151,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Azul SA,AZUL,05501U106,1242830.0,18704591.5,0.5381911968,BR,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Boeing Co/The,BA,097023105,332469.0,63667813.5,1.8319275641,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Booking Holdings Inc,BKNG,09857L108,29231.0,68647541.95,1.9752103519,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Delta Air Lines Inc,DAL,247361702,8991349.0,355787679.93,10.2371547255,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Embraer SA,ERJ,29082A107,2370857.0,29896506.77,0.8602185596,BR,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Expedia Group Inc,EXPE,30212P303,339441.0,66418420.47,1.9110713645,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
First American Government Obli,FGXXX,31846V336,10553339.31,10553339.31,0.3036534807,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
General Dynamics Corp,GD,369550108,242027.0,58372071.86,1.6795520615,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Gol Linhas Aereas Inteligentes,GOL,38045R206,2661809.0,19165024.8,0.5514393422,BR,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Airbus SE,AIR,N0280G100,270481.0,33022051.18,0.9501505149,FR,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Hawaiian Holdings Inc,HA,419879101,4912194.0,96770221.8,2.7843902115,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
JetBlue Airways Corp,JBLU,477143101,6983054.0,104396657.3,3.0038272652,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Air France-KLM,AF,F01699135,3685317.0,16690843.3,0.4802491907,FR,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Deutsche Lufthansa AG,LHA,D1908N106,4315152.0,35124606.91,1.0106477989,DE,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
ANA Holdings Inc,9202,J0156Q112,1482719.0,31252316.03,0.8992295483,JP,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Japan Airport Terminal Co Ltd,9706,J2620N105,331347.0,15214635.53,0.43777395,JP,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Qantas Airways Ltd,QAN,Q77974550,4084497.0,15924024.49,0.4581853497,AU,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Singapore Airlines Ltd,SIA,Y7992P128,4011817.0,16279922.9,0.4684256905,SG,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Fraport AG Frankfurt Airport S,FRA,D3856U108,261858.0,14628938.55,0.420921566,DE,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Ryanair Holdings PLC,RYAAY,783513203,369442.0,32185787.04,0.9260885086,IE,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Sabre Corp,SABR,78573M104,6549804.0,74864259.72,2.1540852969,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
SkyWest Inc,SKYW,830879102,3338647.0,96319965.95,2.771434904,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Southwest Airlines Co,LUV,844741108,7162933.0,328062331.4,9.4394073645,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Spirit Airlines Inc,SAVE,848577102,4373014.0,95637816.18,2.7518072633,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Sun Country Airlines Holdings,SNCY,866683105,3804889.0,99611994.02,2.8661571291,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Textron Inc,TXT,883203101,852445.0,63404859.1,1.8243615211,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Trip.com Group Ltd,TCOM,89677Q107,1227904.0,28389140.48,0.8168467882,CN,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
TripAdvisor Inc,TRIP,896945201,2468862.0,66955537.44,1.9265259456,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
United Airlines Holdings Inc,UAL,910047109,8690336.0,402883976.96,11.5922665151,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
"Mount Vernon Liquid Assets Portfolio, LLC",,N/A,673216104.43,673216104.43,19.3705904209,US,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Turk Hava Yollari AO,THYAO,M8926R100,17034769.0,37455766.89,1.0777227618,TR,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Air China Ltd,753,Y002A6104,21554725.0,15106716.23,0.434668765,CN,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Grupo Aeroportuario del Pacifi,GAPB,P4959P100,1159540.0,18691971.35,0.5378280745,MX,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Aeroports de Paris,ADP,F00882104,111172.0,16725916.26,0.4812583525,FR,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
TAV Havalimanlari Holding AS,TAVHL,M8782T109,6753639.0,18744061.21,0.5393268672,TR,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Amadeus IT Group SA,AMS,E04648114,512496.0,33552202.31,0.9654046663,ES,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
International Consolidated Air,IAG,E67674106,8610268.0,16088546.59,0.4629191792,GB,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
easyJet PLC,EZJ,G3030S109,2349063.0,17175771.97,0.4942021467,GB,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Japan Airlines Co Ltd,9201,J25979121,1726816.0,32482410.38,0.9346233152,JP,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
