name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
China Southern Airlines Co Ltd,1055,Y1503W102,23280647.0,10302899.07,0.8574024144,CN,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
BEIJING AIRPORT,694,Y07717104,19045379.0,11917952.15,0.9918063721,CN,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
SATS Ltd,SATS,Y7992U101,5798804.0,11900530.6,0.9903565589,SG,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Qantas Airways Ltd,QAN,Q77974550,3600554.0,9392295.83,0.7816224411,AU,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Singapore Airlines Ltd,SIA,Y7992P128,4418157.0,11825291.05,0.9840951589,SG,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Ryanair Holdings PLC,RYAAY,783513203,170420.0,11305662.8,0.9408519404,IE,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
SkyWest Inc,SKYW,830879102,1410634.0,46014881.08,3.8293367595,US,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Southwest Airlines Co,LUV,844741108,3818962.0,130532121.16,10.8628217246,US,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Textron Inc,TXT,883203101,1083493.0,35657754.63,2.967421568,US,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
United Airlines Holdings Inc,UAL,910047109,3295329.0,114051336.69,9.4912985931,US,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
"Mount Vernon Liquid Assets Portfolio, LLC",,N/A,218148352.03,218148352.03,18.1542032456,US,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Turk Hava Yollari AO,THYAO,M8926R100,6979658.0,12750465.92,1.0610877764,TR,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Air China Ltd,753,Y002A6104,17218411.0,10263732.51,0.8541429917,CN,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Aeroports de Paris,ADP,F00882104,103510.0,10629172.66,0.8845547491,FR,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Dart Group PLC,DTG,G2657C132,1171095.0,12181976.76,1.0137783759,GB,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
International Consolidated Air,IAG,E67674106,3448144.0,9493675.61,0.7900592187,GB,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
easyJet PLC,EZJ,G3030S109,1240077.0,10448705.89,0.8695363894,GB,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Pegasus Hava Tasimaciligi AS,PGSUS,M7846J107,1533182.0,12426973.09,1.0341668553,TR,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Airports of Thailand PCL,AOT,Y0028Q145,6502030.0,12727422.63,1.0591701247,TH,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Cargojet Inc,CJT,14179V503,380832.0,44882969.95,3.7351396477,CA,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
Wizz Air Holdings Plc,WIZZ,G96871101,292039.0,12071794.51,1.0046090609,CH,2020-06-30,2020-08-26,0001145549-20-049929,2020_Q2,NPORT-P
