name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
American Airlines Group Inc,AAL,02376R102,9415347.0,144525576.45,10.696104313,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Azul SA,AZUL,05501U106,870736.0,6765618.72,0.500712506,BR,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Boeing Co/The,BA,097023105,128203.0,24741896.97,1.8311078038,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Booking Holdings Inc,BKNG,09857L108,7534.0,27332447.92,2.0228302925,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Delta Air Lines Inc,DAL,247361702,3300616.0,158000487.92,11.6933607311,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Embraer SA,ERJ,29082A107,304807.0,8120058.48,0.6009524035,BR,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Expedia Group Inc,EXPE,30212P303,191794.0,26419623.5,1.9552736326,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
First American Government Obli,FGXXX,31846V336,2467934.91,2467934.91,0.1826478737,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Frontier Group Holdings Inc,ULCC,35909R108,4843852.0,39283639.72,2.9073186806,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Deutsche Lufthansa AG,LHA,N/A,851627.0,6689642.13,0.4950896014,DE,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
ANA Holdings Inc,9202,N/A,603997.0,12608207.95,0.9331130914,JP,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Amadeus IT Group SA,AMS,N/A,206337.0,13231782.24,0.9792628167,ES,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
easyJet PLC,EZJ,N/A,917686.0,6611323.6,0.4892933736,GB,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Bombardier Inc,BBD/B,097751861,692523.0,29729587.28,2.200238702,CA,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Flughafen Zurich AG,FHZN,N/A,30539.0,6928291.18,0.5127516319,CH,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Copa Holdings SA,CPA,N/A,64996.0,6769983.36,0.501035526,PA,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
General Dynamics Corp,GD,369550108,94153.0,26597280.97,1.9684217748,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Grupo Aeroportuario del Centro,OMAB,P49530101,767913.0,7564343.76,0.5598248553,MX,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Air Transport Services Group I,ATSG,00922R105,1996392.0,27470353.92,2.0330364926,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Alaska Air Group Inc,ALK,011659109,1035221.0,44504150.79,3.2936802669,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Airbus SE,AIR,N/A,75157.0,13842555.42,1.0244651526,FR,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Trip.com Group Ltd,TCOM,89677Q107,301064.0,13213698.96,0.9779245024,CN,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
TripAdvisor Inc,TRIP,896945201,965819.0,26840110.01,1.9863931595,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
United Airlines Holdings Inc,UAL,910047109,3159073.0,151256415.24,11.1942428127,US,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Turk Hava Yollari AO,THYAO,N/A,1520815.0,14006052.06,1.0365652747,TR,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Aeroports de Paris SA,ADP,N/A,47798.0,6554170.09,0.4850635347,FR,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Airports of Thailand PCL,AOT,N/A,7152602.0,12790881.27,0.9466324486,TH,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Tongcheng Travel Holdings Ltd,780,G8918W106,2663807.0,7028020.61,0.5201324458,CN,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Air France-KLM,AF,N/A,606525.0,6756834.16,0.500062375,FR,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Wizz Air Holdings Plc,WIZZ,N/A,229461.0,6215111.78,0.4599703772,HU,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Air Canada,AC,008911877,2934194.0,42478715.69,3.1437810889,CA,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Aena SME SA,AENA,E526K0106,33897.0,6672177.07,0.4937970406,ES,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Grupo Aeroportuario del Surest,ASR,40051E202,22431.0,7148311.08,0.5290349491,MX,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Grupo Aeroportuario del Pacifi,GAPB,P4959P100,460055.0,7415064.35,0.5487769274,MX,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
International Consolidated Air,IAG,N/A,7125900.0,15896791.93,1.1764958764,GB,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
Japan Airlines Co Ltd,9201,N/A,698061.0,13239087.93,0.9798034991,JP,2024-03-31,2024-05-30,0001145549-24-035212,2024_Q1,NPORT-P
