name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
TAV Havalimanlari Holding AS,TAVHL,N/A,3068234.0,10445652.11,0.5514582642,TR,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Amadeus IT Group SA,AMS,N/A,211610.0,9935939.37,0.524548953,ES,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
International Consolidated Air,IAG,N/A,17637643.0,18643572.75,0.9842518359,GB,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
easyJet PLC,EZJ,N/A,2682323.0,8876985.07,0.4686434821,GB,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Japan Airlines Co Ltd,9201,N/A,1233224.0,22000859.31,1.1614933714,JP,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Pegasus Hava Tasimaciligi AS,PGSUS,N/A,822025.0,10589565.18,0.55905588,TR,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Airports of Thailand PCL,AOT,N/A,11105653.0,21345701.02,1.12690554,TH,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Expedia Group Inc,EXPE,30212P303,424052.0,39729431.88,2.0974395193,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
First American Government Obli,FGXXX,31846V336,11010749.81,11010749.81,0.5812915186,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Frontier Group Holdings Inc,ULCC,35909R108,5146861.0,49924551.7,2.6356714095,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
General Dynamics Corp,GD,369550108,192727.0,40890887.59,2.1587563565,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Grupo Aeroportuario del Surest,ASR,40051E202,50895.0,9984072.15,0.5270900313,MX,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Airbus SE,AIR,N/A,227900.0,19853807.48,1.0481438684,FR,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Hawaiian Holdings Inc,HA,419879101,4259220.0,56008743.0,2.9568746755,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
JetBlue Airways Corp,JBLU,477143101,8375521.0,55529704.23,2.931584738,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Air France-KLM,AF,N/A,14923619.999999,19020902.24,1.0041722261,FR,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Deutsche Lufthansa AG,LHA,N/A,3591801.0,20832136.03,1.0997928567,DE,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
ANA Holdings Inc,9202,N/A,593501.0,11145828.22,0.5884227254,JP,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Japan Airport Terminal Co Ltd,9706,N/A,280581.0,11728840.25,0.6192017326,JP,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Qantas Airways Ltd,QAN,N/A,3093647.0,9933865.06,0.5244394438,AU,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Singapore Airlines Ltd,SIA,N/A,2867927.0,10183761.67,0.5376322583,SG,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Ryanair Holdings PLC,RYAAY,783513203,301294.0,17601595.48,0.9292426349,IE,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Sabre Corp,SABR,78573M104,6393631.0,32927199.65,1.7383286531,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
SkyWest Inc,SKYW,830879102,3118523.0,50707183.98,2.6769889868,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Tongcheng Travel Holdings Ltd,780,G8918W106,5317421.0,10432093.58,0.5507424675,CN,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Wizz Air Holdings Plc,WIZZ,N/A,472884.0,8366100.56,0.4416723096,CH,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Air Canada,AC,008911877,4890527.0,58770585.44,3.1026808752,CA,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Aena SME SA,AENA,E526K0106,92577.0,9699009.47,0.5120406912,ES,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Copa Holdings SA,CPA,N/A,304455.0,20401529.55,1.0770598095,PA,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
MakeMyTrip Ltd,MMYT,N/A,336427.0,10328308.9,0.5452633534,IN,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Air Transport Services Group I,ATSG,00922R105,1476403.0,35566548.27,1.8776680254,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Alaska Air Group Inc,ALK,011659109,1469529.0,57532060.35,3.0372953072,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Allegiant Travel Co,ALGT,01748X102,671473.0,49004099.54,2.5870778947,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
American Airlines Group Inc,AAL,02376R102,16590162.0,199745550.48,10.5451850572,US,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
Azul SA,AZUL,05501U106,1214716.0,9887788.24,0.522006906,BR,2022-09-30,2022-11-29,0001145549-22-073029,2022_Q3,NPORT-P
