name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
General Dynamics Corp,GD,369550108,162432.0,34947244.8,1.8021991686,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
ANA Holdings Inc,9202,N/A,385882.0,9162006.53,0.4724767473,JP,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Cathay Pacific Airways Ltd,293,N/A,9083345.0,9285042.55,0.4788216084,HK,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Japan Airport Terminal Co Ltd,9706,N/A,184599.0,8315558.4,0.4288261498,JP,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Sun Country Airlines Holdings,SNCY,866683105,2641887.0,59389619.76,3.0626712912,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Trip.com Group Ltd,TCOM,89677Q107,479652.0,16787820.0,0.8657333481,CN,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
United Airlines Holdings Inc,UAL,910047109,3519222.0,193099711.14,9.9579849818,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Aena SME SA,AENA,E526K0106,56475.0,9120599.73,0.4703414345,ES,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Copa Holdings SA,CPA,N/A,77969.0,8621812.02,0.444619384,PA,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Air Transport Services Group I,ATSG,00922R105,1897457.0,35805013.59,1.8464335627,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Expedia Group Inc,EXPE,30212P303,306496.0,33527597.44,1.7289891829,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Frontier Group Holdings Inc,ULCC,35909R108,5575210.0,53912280.7,2.7802096563,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Boeing Co/The,BA,097023105,165912.0,35033977.92,1.8066719205,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Embraer SA,ERJ,29082A107,549794.0,8499815.24,0.4383281156,BR,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
First American Government Obli,FGXXX,31846V336,3705759.34,3705759.34,0.1911028019,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Southwest Airlines Co,LUV,844741108,5668358.0,205251243.18,10.5846289723,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Qantas Airways Ltd,QAN,N/A,4151465.0,17146128.99,0.8842110326,AU,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Aeroports de Paris,ADP,N/A,58449.0,8387031.6,0.4325119609,FR,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
TripAdvisor Inc,TRIP,896945201,2092358.0,34502983.42,1.7792889937,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Turk Hava Yollari AO,THYAO,N/A,2335221.0,17386529.87,0.8966082979,TR,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Grupo Aeroportuario del Pacifi,GAPB,P4959P100,484773.0,8724328.02,0.4499060454,MX,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
International Consolidated Air,IAG,N/A,8682496.0,17852376.21,0.9206315905,GB,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Bombardier Inc,BBD/B,097751861,785901.0,38744815.48,1.9980366019,CA,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Allegiant Travel Co,ALGT,01748X102,476680.0,60195150.4,3.1042118091,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Booking Holdings Inc,BKNG,09857L108,12758.0,34450810.14,1.7765984628,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
SATS Ltd,SATS,N/A,4712466.0,8990063.8,0.4636098095,SG,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Hawaiian Holdings Inc,HA,419879101,5826005.0,62746073.85,3.2357607237,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
JetBlue Airways Corp,JBLU,477143101,7010554.0,62113508.44,3.203139873,US,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Air France-KLM,AF,N/A,4731246.999999,8895417.58,0.4587289859,FR,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Airports of Thailand PCL,AOT,N/A,4214208.0,8557974.22,0.4413273239,TH,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Tongcheng Travel Holdings Ltd,780,G8918W106,3838634.0,8024097.11,0.4137957434,CN,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Air China Ltd,753,N/A,12111120.0,8624304.44,0.4447479159,CN,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
Adventure Inc,6030,N/A,133550.0,9107259.43,0.4696534868,JP,2023-06-30,2023-08-28,0001145549-23-053082,2023_Q2,NPORT-P
