name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
Sabre Corp,SABR,78573M104,6448315.0,76348049.6,2.0491449412,US,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
SkyWest Inc,SKYW,830879102,2356675.0,116278344.5,3.1208548569,US,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Southwest Airlines Co,LUV,844741108,7363764.0,378718382.52,10.1646192896,US,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Spirit Airlines Inc,SAVE,848577102,4293125.0,111363662.5,2.9889471551,US,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Sun Country Airlines Holdings,SNCY,866683105,3299320.0,110659192.8,2.9700395271,US,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Textron Inc,TXT,883203101,1003939.0,70084981.59,1.8810472073,US,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Trip.com Group Ltd,TCOM,89677Q107,1125984.0,34624008.0,0.9292917266,CN,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
TripAdvisor Inc,TRIP,896945201,2060962.0,69763563.7,1.8724205057,US,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
United Airlines Holdings Inc,UAL,910047109,7675045.0,365101890.65,9.799159195,US,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
"Mount Vernon Liquid Assets Portfolio, LLC",,N/A,578535477.06,578535477.06,15.5276140301,US,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Turk Hava Yollari AO,THYAO,M8926R100,23924138.0,37528587.1,1.0072492331,TR,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Air China Ltd,753,Y002A6104,25228128.0,16689878.05,0.447948302,CN,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Grupo Aeroportuario del Pacifi,GAPB,P4959P100,1538014.0,17882584.11,0.4799599591,MX,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Aeroports de Paris,ADP,F00882104,154023.0,19732357.0,0.5296069741,FR,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
TAV Havalimanlari Holding AS,TAVHL,M8782T109,6439836.0,19030573.49,0.5107714421,TR,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Amadeus IT Group SA,AMS,E04648114,568855.0,37479986.56,1.005944818,ES,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
International Consolidated Air,IAG,E67674106,8545680.0,20553294.8,0.5516405499,GB,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Sydney Airport,SYD,Q8808P103,6091590.0,36288299.48,0.9739605097,AU,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
easyJet PLC,EZJ,G3030S109,2760951.0,24656861.94,0.6617783188,GB,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Japan Airlines Co Ltd,9201,J25979121,1615615.0,38686499.62,1.0383270484,JP,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Pegasus Hava Tasimaciligi AS,PGSUS,M7846J107,2161315.0,18920316.29,0.5078121919,TR,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Airports of Thailand PCL,AOT,Y0028Q145,9485639.0,17101344.14,0.458991854,TH,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Tongcheng-Elong Holdings Ltd,780,G8918W106,7503139.0,18139425.15,0.4868534491,CN,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Cargojet Inc,CJT,14179V503,440590.0,70408828.28,1.8897390967,CA,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Wizz Air Holdings Plc,WIZZ,G96871101,263370.0,17792920.49,0.4775534307,CH,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Air Canada,AC,008911877,5651317.0,103201454.45,2.7698774156,CA,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Aena SME SA,AENA,E526K0106,227623.0,39365358.39,1.0565472913,ES,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
Copa Holdings SA,CPA,P31076105,231400.0,18831332.0,0.5054238963,PA,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
MakeMyTrip Ltd,MMYT,V5633W109,704446.0,19153886.74,0.5140811104,IN,2021-09-30,2021-11-29,0001145549-21-071668,2021_Q3,NPORT-P
