name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
Embraer SA,ERJ,29082A107,139771.0,4943700.27,0.4489426207,BR,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Expedia Group Inc,EXPE,30212P303,152445.0,22564908.9,2.0491431082,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
First American Government Obli,FGXXX,31846V336,8129476.82,8129476.82,0.7382463396,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Flughafen Zurich AG,FHZN,N/A,21578.0,5185756.72,0.4709240215,CH,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Air Transport Services Group I,ATSG,00922R105,1350897.0,21871022.43,1.9861305481,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Aeroports de Paris SA,ADP,N/A,39311.0,5045425.84,0.4581804267,FR,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Air France-KLM,AF,N/A,556433.0,5585699.11,0.5072432105,FR,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Air Canada,AC,008911877,2677984.0,32453811.79,2.9471647795,CA,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Spirit Airlines Inc,SAVE,848577102,12006873.0,28816495.2,2.6168562347,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Sun Country Airlines Holdings,SNCY,866683105,2705789.0,30331894.69,2.7544712561,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Textron Inc,TXT,883203101,231743.0,20527794.94,1.8641506471,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Trip.com Group Ltd,TCOM,89677Q107,213866.0,12710056.38,1.1542135867,CN,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
TripAdvisor Inc,TRIP,896945201,1512548.0,21916820.52,1.9902895208,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
United Airlines Holdings Inc,UAL,910047109,2055866.0,117307713.96,10.6528368743,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Turk Hava Yollari AO,THYAO,N/A,1194268.0,9952960.89,0.9038388457,TR,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
TAV Havalimanlari Holding AS,TAVHL,N/A,648611.0,4735965.11,0.4300779723,TR,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Tongcheng Travel Holdings Ltd,780,G8918W106,2709423.0,6956666.66,0.6317422155,CN,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Wizz Air Holdings Plc,WIZZ,N/A,330646.0,6409838.63,0.5820841871,HU,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
General Dynamics Corp,GD,369550108,66997.0,20246493.4,1.8386053584,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Grupo Aeroportuario del Surest,ASR,40051E202,18124.0,5124742.24,0.4653832324,MX,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
JetBlue Airways Corp,JBLU,477143101,5153749.0,33808593.44,3.0701939259,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Qantas Airways Ltd,QAN,N/A,1107655.0,5682049.22,0.5159928653,AU,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Norwegian Air Shuttle ASA,NAS,N/A,4914921.0,6035978.2,0.5481335282,NO,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Ryanair Holdings PLC,RYAAY,783513203,235415.0,10636049.7,0.9658708589,IE,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
"Mount Vernon Liquid Assets Portfolio, LLC",,N/A,306580324.81,306580324.81,27.8408817189,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Grupo Aeroportuario del Pacifi,GAPB,P4959P100,294053.0,5096420.86,0.4628113381,MX,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Grupo Aeroportuario del Centro,OMAB,P49530101,585899.0,4941904.82,0.448779574,MX,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
International Consolidated Air,IAG,N/A,3928629.0,10788405.91,0.9797064866,GB,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Japan Airlines Co Ltd,9201,N/A,594724.0,10417238.96,0.9460004255,JP,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Pegasus Hava Tasimaciligi AS,PGSUS,N/A,717846.0,5023190.23,0.4561611875,TR,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
MakeMyTrip Ltd,MMYT,N/A,105335.0,9790888.25,0.8891208588,IN,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Frontier Group Holdings Inc,ULCC,35909R108,7564954.0,40472503.9,3.6753506431,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Aena SME SA,AENA,E526K0106,48125.0,10585517.89,0.9612820121,ES,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
SATS Ltd,SATS,N/A,1794050.0,5039113.4,0.4576071874,SG,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Singapore Airlines Ltd,SIA,N/A,1025712.0,5426836.49,0.4928167289,SG,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
SkyWest Inc,SKYW,830879102,401058.0,34097951.16,3.0964708048,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
Southwest Airlines Co,LUV,844741108,3400904.0,100768785.52,9.1509193891,US,2024-09-30,2024-11-29,0001145549-24-077360,2024_Q3,NPORT-P
