name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
General Dynamics Corp,GD,369550108,170186.0,38838147.06,2.1306258895,US,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
Grupo Aeroportuario del Surest,ASR,40051E202,33291.0,10202692.77,0.5597105682,MX,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
Airbus SE,AIR,N/A,150370.0,20104127.19,1.1028943737,FR,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
Hawaiian Holdings Inc,HA,419879101,7096545.0,65004352.2,3.5660804187,US,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
JetBlue Airways Corp,JBLU,477143101,9685274.0,70508794.72,3.868049195,US,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
Air France-KLM,AF,N/A,4918968.999999,9058226.36,0.4969261681,FR,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
Deutsche Lufthansa AG,LHA,N/A,1710078.0,19028067.28,1.0438626928,DE,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
ANA Holdings Inc,9202,N/A,490657.0,10627976.14,0.5830412322,JP,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
Cathay Pacific Airways Ltd,293,N/A,9871491.0,9494357.51,0.5208519316,HK,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
Japan Airport Terminal Co Ltd,9706,N/A,207351.0,10307035.21,0.5654347008,JP,2023-03-31,2023-05-30,0001145549-23-034851,2023_Q1,NPORT-P
