name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
Alaska Air Group Inc,ALK,011659109,525131.0,34002232.25,3.1527776201,US,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
American Airlines Group Inc,AAL,02376R102,6604634.0,115118770.62,10.6741193046,US,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
Boeing Co/The,BA,097023105,130416.0,23083632.0,2.1403758972,US,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
First American Government Obli,FGXXX,31846V336,4890144.91,4890144.91,0.4534272726,US,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
Airbus SE,AIR,N/A,65464.0,10495776.75,0.9731964007,FR,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
ANA Holdings Inc,9202,N/A,274120.0,4992156.47,0.4628860564,JP,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
El Al Israel Airlines,ELAL,N/A,2893082.0,6315362.06,0.5855772062,IL,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
"Mount Vernon Liquid Assets Portfolio, LLC",,N/A,112042982.75,112042982.75,10.3889240536,US,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
Air China Ltd,753,N/A,7794204.0,5168270.82,0.4792158484,CN,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
Grupo Aeroportuario del Pacifi,GAPB,P4959P100,283270.0,4971591.6,0.4609792268,MX,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
Amadeus IT Group SA,AMS,N/A,148952.0,10522717.66,0.9756944337,ES,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
Airports of Thailand PCL,AOT,N/A,3092369.0,5396567.11,0.500384089,TH,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
Tongcheng Travel Holdings Ltd,780,G8918W106,2079752.0,4873592.4,0.4518924797,CN,2024-12-31,2025-02-28,0001145549-25-015227,2024_Q4,NPORT-P
