name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
Sun Country Airlines Holdings,SNCY,866683105,3253146.0,40859513.76,3.544036904,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Textron Inc,TXT,883203101,267997.0,23010222.42,1.9958406237,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Trip.com Group Ltd,TCOM,89677Q107,221220.0,10397340.0,0.9018354178,CN,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
TripAdvisor Inc,TRIP,896945201,1243682.0,22149976.42,1.9212253556,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Celebi Hava Servisi AS,CLEBI,N/A,88005.0,6885760.11,0.5972510609,TR,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Turk Hava Yollari AO,THYAO,N/A,1227810.0,11608918.69,1.0069242746,TR,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Aeroports de Paris SA,ADP,N/A,46213.0,5622272.34,0.4876597596,FR,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
TAV Havalimanlari Holding AS,TAVHL,N/A,782652.0,6219560.52,0.5394668213,TR,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Amadeus IT Group SA,AMS,N/A,161925.0,10775924.5,0.9346727503,ES,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
easyJet PLC,EZJ,N/A,974474.0,5638073.9,0.4890303415,GB,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Airports of Thailand PCL,AOT,N/A,3519367.0,5538345.78,0.4803802108,TH,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Tongcheng Travel Holdings Ltd,780,G8918W106,2525476.0,5025694.17,0.4359142821,CN,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Air France-KLM,AF,N/A,555908.0,4898539.25,0.4248852294,FR,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Bombardier Inc,BBD/B,097751861,359100.0,23028283.32,1.9974071743,CA,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Air Canada,AC,008911877,2717581.0,35557691.53,3.0841720668,CA,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Aena SME SA,AENA,E526K0106,29599.0,5959423.83,0.5169033118,ES,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Copa Holdings SA,CPA,N/A,60055.0,5716034.9,0.4957924548,PA,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Embraer SA,ERJ,29082A107,199581.0,5149189.8,0.4466259384,BR,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Expedia Group Inc,EXPE,30212P303,187336.0,23602462.64,2.0472098398,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
First American Government Obli,FGXXX,31846V336,1696277.42,1696277.42,0.1471302329,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Qantas Airways Ltd,QAN,N/A,2862281.0,11170119.24,0.9688640702,AU,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Singapore Airlines Ltd,SIA,N/A,1146578.0,5834357.08,0.506055381,SG,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Norwegian Air Shuttle ASA,NAS,N/A,4506653.0,5309889.93,0.4605646063,NO,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Ryanair Holdings PLC,RYAAY,783513203,98127.0,11425907.88,0.9910504424,IE,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
SkyWest Inc,SKYW,830879102,451994.0,37095147.58,3.2175265901,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
United Airlines Holdings Inc,UAL,910047109,2205036.0,107297051.76,9.3066381886,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
"Mount Vernon Liquid Assets Portfolio, LLC",,N/A,226911815.4,226911815.4,19.6816793378,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Pegasus Hava Tasimaciligi AS,PGSUS,N/A,907671.0,6334705.39,0.5494541567,TR,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Frontier Group Holdings Inc,ULCC,35909R108,6558614.0,32333967.02,2.8045554591,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
General Dynamics Corp,GD,369550108,78409.0,22749587.26,1.9732338782,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Grupo Aeroportuario del Surest,ASR,40051E202,18560.0,5559091.2,0.4821796089,MX,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
JetBlue Airways Corp,JBLU,477143101,6309207.0,38423070.63,3.3327068226,US,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Japan Airport Terminal Co Ltd,9706,N/A,164195.0,5599713.87,0.4857031027,JP,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Grupo Aeroportuario del Pacifi,GAPB,P4959P100,351966.0,5531416.47,0.4797791823,MX,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
International Consolidated Air,IAG,N/A,5507604.0,11296060.44,0.9797878483,GB,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Japan Airlines Co Ltd,9201,N/A,703231.0,11095480.72,0.9623901393,JP,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
Flughafen Zurich AG,FHZN,N/A,26591.0,5880829.98,0.5100863069,CH,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
MakeMyTrip Ltd,MMYT,N/A,71739.0,6033249.9,0.5233067731,IN,2024-06-30,2024-08-22,0001145549-24-048752,2024_Q2,NPORT-P
